time_stamp, computer_name, mac_addres, coin_value
2014-12-23 01:08:45,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:08:46,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:08:46,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:08:46,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:08:47,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:09:53,pesofare,94-DE-80-0F-8F-3C,1
2014-12-23 01:09:53,pesofare,94-DE-80-0F-8F-3C,1
2014-12-23 01:09:54,pesofare,94-DE-80-0F-8F-3C,1
2014-12-23 01:09:54,pesofare,94-DE-80-0F-8F-3C,1
2014-12-23 01:09:55,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:09:55,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:09:55,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:09:55,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:09:57,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:09:57,pesofare,94-DE-80-0F-8F-3C,5
2014-12-23 01:09:58,pesofare,94-DE-80-0F-8F-3C,5
